ticker,shortName,sector,industry,recommendationMean,overallRisk,beta,trailingEps,forwardEps,trailingPE,forwardPE,pegRatio,bookValue,priceToBook,ebitdaMargins,profitMargins,earningsGrowth,revenueGrowth,dividendYield,payoutRatio,fiveYearAvgDividendYield,debtToEquity,returnOnAssets,returnOnEquity,quickRatio,currentRatio
RGA,"Reinsurance Group of America, I",Financial Services,Insurance—Reinsurance,2.2,1,0.878074,10.03,18.37,13.912263,7.59608,0.59,117.879,1.1837562,0.07284,0.04619,0.968,0.065,0.0242,0.2289,2.23,61.431,0.00902,0.11342,1.623,2.529
RGC,Regencell Bioscience Holdings L,Healthcare,Drug Manufacturers—Specialty & Generic,,,0.237762,-0.44,,,,,1.128,12.313829,0.0,0.0,,,,0.0,,,-0.25226,-0.42189,,
RGCO,RGC Resources Inc.,Utilities,Utilities—Regulated Gas,1.0,5,-0.054728,-0.03,1.17,,16.427351,,10.096,1.9037242,0.27081,-0.011410001,0.152,-0.209,0.0401,,2.97,136.063,0.03613,-0.0109399995,0.416,0.945
RGEN,Repligen Corporation,Healthcare,Medical Instruments & Supplies,1.9,2,1.012469,2.96,2.33,58.032093,73.723175,-56.13,35.356,4.85844,0.26975,0.18924999,-0.602,-0.233,,0.0,,21.454,0.034649998,0.0731,1.938,2.673
RGF,"The Real Good Food Company, Inc",Consumer Defensive,Packaged Foods,1.5,,,-2.0,-0.08,,-54.625,,4.623,0.9452736,-0.26958,-0.092530005,,-0.207,,0.0,,,-0.22012,-31.64093,0.669,2.193
RGLD,"Royal Gold, Inc.",Basic Materials,Gold,2.6,1,0.647439,3.6,4.35,31.280556,25.887358,4.17,43.036,2.6166465,0.77908,0.38108003,-0.105,-0.016,0.013200001,0.4239,1.1,14.268,0.05824,0.08325,2.414,2.62
RGLS,Regulus Therapeutics Inc.,Healthcare,Biotechnology,2.0,,1.647384,-1.86,-1.2,,-1.1083333,-0.02,1.577,0.84337354,0.0,0.0,,,,0.0,,22.478,-0.37039003,-0.75803,3.436,3.918
RGNX,REGENXBIO Inc.,Healthcare,Biotechnology,2.0,7,1.088673,-6.05,-4.43,,-4.091422,-0.24,9.304,1.9480869,-2.57902,-2.8271701,,-0.388,,0.0,,22.565,-0.20354,-0.52907,3.08,3.213
RGP,"Resources Connection, Inc.",Industrials,Consulting Services,2.7,2,0.709386,1.59,1.88,10.106917,8.547873,1.63,12.383,1.2977469,0.10821,0.07008,-0.428,-0.15,0.0349,0.3522,3.61,4.278,0.08462,0.13814999,2.667,2.72
RGR,"Sturm, Ruger & Company, Inc.",Industrials,Aerospace & Defense,2.5,4,0.516106,4.07,3.88,13.522113,14.184278,,18.799,2.9275494,0.17197001,0.11685,-0.222,0.015,0.0232,0.42520002,2.99,1.016,0.110810004,0.18852,3.185,4.476
RGS,Regis Corporation,Consumer Cyclical,Personal Services,2.0,2,1.827502,-0.33,-0.12,,-10.0008335,-0.72,-0.719,,0.061729997,-0.18555,,-0.126,,0.0,,,0.00879,,0.174,0.304
RGT,"Royce Global Value Trust, Inc.",Financial Services,Asset Management,,,,-3.87,,,,,,,0.0,0.0,,,0.056700002,,7.61,,,,,
RGTI,"Rigetti Computing, Inc.",Technology,Computer Hardware,2.3,,2.336674,-0.52,-0.58,,-3.112069,0.1,1.002,1.8013972,0.0,0.0,,0.046,,0.0,,28.857,-0.29411,-0.52638,5.537,5.666
RGTIW,"Rigetti Computing, Inc. Warrant",,,,,,,,,,,,,,,,,,,,,,,,
RH,RH,Consumer Cyclical,Specialty Retail,2.5,8,2.186352,14.74,14.57,27.269337,27.58751,20.91,38.065,10.55957,0.21666001,0.10966,-0.756,-0.228,,0.0,,445.526,0.06904,0.3391,1.884,2.908
RHE,"Regional Health Properties, Inc",Healthcare,Medical Care Facilities,,,1.001039,-8.43,,,,,-34.619,,-0.03579,-0.19765,,-0.204,,0.0,,3027.645,-0.02503,-1.27037,0.645,1.132
RHI,Robert Half Inc.,Industrials,Staffing & Employment Services,3.2,2,1.322826,5.05,4.26,14.991089,17.771126,-15.31,15.424,4.90826,0.103870004,0.07839,-0.375,-0.12,0.0254,0.36040002,2.01,13.43,0.13881,0.35057998,1.329,1.863
RHP,"Ryman Hospitality Properties, I",Real Estate,REIT—Hotel & Motel,2.1,4,1.570488,3.82,6.18,23.231676,14.360033,1.11,8.432,10.524787,0.30677,0.11429,0.273,0.076,0.045100003,0.5185,,424.479,0.06043,0.42514,1.473,2.23
RIBT,RiceBran Technologies,Consumer Defensive,Packaged Foods,3.0,,0.438171,-1.44,-0.11,,-7.990909,,1.743,0.5043029,-0.14965001,-0.20754999,,-0.122,,0.0,,86.372,-0.17860001,-0.58881,0.555,0.847
RICK,"RCI Hospitality Holdings, Inc.",Consumer Cyclical,Restaurants,2.0,10,1.633529,4.57,6.11,15.08534,11.283142,0.33,29.276,2.35483,0.30908,0.14981,-0.278,0.123,0.0034999999,0.046,0.46,103.328,0.082600005,0.1688,0.561,0.783
RIG,Transocean Ltd (Switzerland),Energy,Oil & Gas Drilling,2.5,3,2.968479,-1.26,0.45,,18.75,-0.05,13.571,0.62173015,0.32374,-0.37682,,0.053,,0.0,,71.571,0.00107,-0.09342,1.257,1.959
RIGL,"Rigel Pharmaceuticals, Inc.",Healthcare,Biotechnology,2.5,4,0.687564,-0.26,-0.14,,-8.285714,-0.07,-0.161,,-0.30228,-0.31179002,,-0.132,,0.0,,,-0.19275999,,1.935,2.293
RILY,"B. Riley Financial, Inc.",Financial Services,Financial Conglomerates,,7,1.861447,-5.01,,,,,13.548,4.055211,0.0,-0.12995,,0.721,0.0725,,4.37,901.465,-0.02204,-0.15759,1.599,1.696
RILYG,"B. Riley Financial, Inc. - 5.00",,,,,,,,,,,,,,,,,,,,,,,,
RILYK,"B. Riley Financial, Inc. - 5.50",,,,,,,,,,,,,,,,,,,,,,,,
RILYL,"B. Riley Financial, Inc. - Depo",Financial Services,Financial Conglomerates,,7,1.861447,6.001,,3.9693384,,,13.548,1.758193,0.0,-0.12995,,0.721,0.0776,,,901.465,-0.02204,-0.15759,1.599,1.696
RILYM,"B. Riley Financial, Inc. - 6.37",,,,,,,,,,,,,,,,,,,,,,,,
RILYN,"B. Riley Financial, Inc. - 6.50",,,,,,,,,,,,,,,,,,,,,,,,
RILYO,"B. Riley Financial, Inc. - 6.75",,,,,,,,,,,,,,,,,,,,,,,,
RILYP,"B. Riley Financial, Inc. - Depo",Financial Services,Financial Conglomerates,,7,1.861447,6.001,,3.5510747,,,13.548,1.5729258,0.0,-0.12995,,0.721,0.0794,,,901.465,-0.02204,-0.15759,1.599,1.696
RILYT,"B. Riley Financial, Inc. - 6.00",,,,,,,,,,,,,,,,,,,,,,,,
RILYZ,"B. Riley Financial, Inc. - 5.25",,,,,,,,,,,,,,,,,,,,,,,,
RIO,Rio Tinto Plc,Basic Materials,Other Industrial Metals & Mining,1.7,5,0.706661,7.62,4.21,8.405459,15.213681,,31.848,2.0111027,0.35738,0.16386,-0.428,-0.104,0.062800005,0.9336,7.64,26.384,0.08967,0.15527001,1.374,1.989
RIOT,"Riot Platforms, Inc.",Financial Services,Capital Markets,1.7,10,4.242466,-4.42,-0.48,,-35.416668,-0.98,6.541,2.598991,-0.60863996,-2.38231,,-0.082,,0.0,,2.071,-0.13696,-0.48536998,1.712,3.263
RITM,Rithm Capital Corp.,Real Estate,REIT—Mortgage,1.8,8,1.799792,0.56,1.55,18.339287,6.625807,0.49,12.16,0.8445724,0.0,0.32669,,-0.255,0.097200006,0.7576,11.51,329.9,0.021540001,0.10333,0.463,1.053
RIV,"RiverNorth Opportunities Fund, ",Financial Services,Asset Management,,,,-0.18,,,,,,,0.0,0.0,,,0.1337,,14.16,,,,,
RIVN,"Rivian Automotive, Inc.",Consumer Cyclical,Auto Manufacturers,2.3,10,,-7.1,-3.35,,-7.5671644,0.19,13.76,1.8422965,-2.69245,-2.92626,,5.958,,0.0,,25.506,-0.21240999,-0.41984,5.025,5.884
RJF,"Raymond James Financial, Inc.",Financial Services,Capital Markets,2.3,5,1.058884,7.94,9.78,13.556675,11.006135,1.21,47.339,2.2738123,0.0,0.15619999,0.239,0.072,0.0156,0.2015,1.46,42.673,0.021300001,0.17965999,2.345,2.359
RKDA,"Arcadia Biosciences, Inc.",Consumer Defensive,Packaged Foods,2.0,9,0.947003,-30.53,-10.51,,-0.43862987,-0.01,19.619,0.2349763,-1.89557,-2.4587,,-0.531,,0.0,,10.628,-0.28929,-0.86871004,5.839,6.64
RKLB,"Rocket Lab USA, Inc.",Industrials,Aerospace & Defense,2.0,10,1.025123,-0.34,-0.19,,-35.105263,0.44,1.339,4.9813294,-0.51993,-0.68766,,0.349,,0.0,,23.907,-0.090299994,-0.22563,2.396,3.22
RKT,"Rocket Companies, Inc.",Financial Services,Mortgage Finance,3.1,10,2.106799,1.802,0.49,6.387403,23.49,4.69,4.661,2.4694488,-0.067490004,-0.00569,1.333,-0.108,,0.0,,134.128,-0.01002,-0.078049995,5.954,65.674
RL,Ralph Lauren Corporation,Consumer Cyclical,Apparel Manufacturing,2.6,10,1.412192,7.58,10.52,17.08905,12.313212,1.11,37.05,3.4962215,0.15005,0.08112001,0.466,0.012,0.0228,0.39580002,,118.572,0.06428,0.21049,1.436,2.226
RLAY,"Relay Therapeutics, Inc.",Healthcare,Biotechnology,1.7,7,1.336882,-2.76,-3.45,,-3.2637682,0.04,7.272,1.5484049,0.0,0.0,,-0.461,,0.0,,6.424,-0.2175,-0.37405998,13.383,13.601
RLGT,"Radiant Logistics, Inc.",Industrials,Integrated Freight & Logistics,1.7,5,0.939037,0.7,0.67,10.371429,10.835821,0.39,4.369,1.6617075,0.05523,0.02767,-0.704,-0.447,,0.0,,47.851,0.056500003,0.17793,1.43,1.522
RLI,RLI Corp.,Financial Services,Insurance—Property & Casualty,2.6,1,0.39903,15.57,5.31,8.715479,25.555555,2.73,29.65,4.5767283,0.46216,0.36311,,0.792,0.007900001,0.0674,0.98,15.725,0.11892,0.59613,0.429,1.046
RLJ,RLJ Lodging Trust,Real Estate,REIT—Hotel & Motel,2.5,4,1.735711,0.26,0.39,38.346157,25.564104,0.28,12.999,0.76698214,0.26419002,0.059,0.375,0.08,0.026600001,0.8125,3.85,97.46,0.01978,0.03186,1.026,1.146
RLMD,"Relmada Therapeutics, Inc.",Healthcare,Biotechnology,2.5,8,,-4.77,-2.57,,-1.0214008,,4.666,0.5625804,0.0,0.0,,,,0.0,,,,,,
RLTY,Cohen & Steers Real Estate Oppo,Financial Services,Asset Management,,,,,,,,,,,0.0,0.0,,,0.0922,,,,,,,
RLX,RLX Technology Inc.,Consumer Defensive,Tobacco,1.7,,0.815294,0.07,0.1,22.842857,15.99,15.42,11.854,0.13489117,0.04257,0.184,,-0.927,,0.0,,0.458,0.0026,0.045700002,19.254,20.131
RLYB,Rallybio Corporation,Healthcare,Biotechnology,1.7,7,-2.058275,-2.03,-2.07,,-2.5507247,,4.112,1.2840468,0.0,0.0,,,,0.0,,0.334,-0.27113,-0.43662,22.116,23.717
RM,Regional Management Corp.,Financial Services,Credit Services,2.7,3,1.51957,3.53,6.18,8.728045,4.985437,0.35,32.71,0.9419138,0.20823999,0.05257,-0.492,0.077,0.038900003,0.4152,,427.705,0.03574,0.08764,54.336,59.187
RMAX,"RE/MAX Holdings, Inc.",Real Estate,Real Estate Services,2.9,6,,0.2,1.59,98.9,12.440251,0.11,26.349,0.7506926,0.23313,0.0005,-0.633,-0.106,0.0471,4.6,3.09,2037.515,0.04022,0.00233,1.433,1.791
RMBI,"Richmond Mutual Bancorporation,",Financial Services,Banks—Regional,,,0.544308,1.18,,9.771187,,,12.697,0.90808856,0.0,0.26902,-0.165,-0.083,0.0477,0.3729,,,0.009,0.08939999,,
RMBL,"RumbleOn, Inc.",Consumer Cyclical,Auto & Truck Dealerships,1.8,10,2.241427,-18.1,0.26,,31.307695,-0.5,11.748,0.6928839,0.03997,-0.1697,,-0.222,,0.0,,403.863,0.02717,-0.86980003,0.244,1.329
RMBS,"Rambus, Inc.",Technology,Semiconductors,2.0,2,1.270176,0.51,2.1,99.211174,24.094143,2.0,8.664,5.839993,0.27933002,0.40377,3.871,-0.011,,0.0,,3.306,0.044460002,0.21197,4.841,5.288
RMCF,Rocky Mountain Chocolate Factor,Consumer Defensive,Confectioners,,,0.98372,-1.06,0.96,,5.9791665,,2.186,2.6258004,-0.13921,-0.21322,,-0.068,,0.0,,16.27,-0.12813,-0.40584,1.52,2.193
RMD,ResMed Inc.,Healthcare,Medical Instruments & Supplies,2.1,2,,5.85,7.95,30.579487,22.501886,2.47,28.092,6.3680053,0.31190002,0.21254,0.172,0.227,0.0107,0.289,0.91,38.255,0.12154,0.23965,1.23,3.122
RMED,"Ra Medical Systems, Inc.",Healthcare,Medical Devices,1.0,,,-35.78,-0.31,,-2.0032258,,6.809,0.09120282,0.0,0.0,,8.444,,0.0,,0.388,-0.47891998,-3.25249,2.762,2.865
RMGC,RMG Acquisition Corp. III,Financial Services,Shell Companies,,,0.053437,0.01,,1059.0,,,-1.8,,0.0,0.0,,,,0.0,,,-0.0092,,0.005,0.043
RMGCU,RMG Acquisition Corp. III,Financial Services,Shell Companies,,,0.053437,0.247,,47.20648,,,-1.8,,0.0,0.0,,,,,,,-0.0092,,0.005,0.043
RMGCW,RMG Acquisition Corp. III,,,,,,,,,,,,,,,,,,,,,,,,
RMI,RiverNorth Opportunistic Munici,,,,,,-4.06,,,,,,,0.0,0.0,,,0.0687,,,,,,,
RMM,RiverNorth Managed Duration Mun,Financial Services,Asset Management,,,,-2.87,,,,,,,0.0,0.0,,,0.0709,,,,,,,
RMMZ,RiverNorth Managed Duration Mun,,,,,,,,,,,,,0.0,0.0,,,0.0719,,,,,,,
RMNI,"Rimini Street, Inc.",Technology,Software—Application,2.5,7,0.817111,-0.01,0.3,,8.783333,0.43,-0.697,,0.11354,0.01001,37.998,0.052,,0.0,,,0.07502,,0.686,0.805
RMPL,,,,,,,,,,,,,,,,,,,,,,,,,
RMR,The RMR Group Inc.,Real Estate,Real Estate Services,2.7,10,1.502944,2.64,1.92,8.738636,12.015625,-11.99,13.223,1.7446873,0.48111,0.21913,1.863,-0.022,0.0695,0.6061,4.26,7.988,0.096990004,0.26694,2.682,2.729
RMT,"Royce Micro-Cap Trust, Inc.",Financial Services,Asset Management,,,1.340491,-2.28,,,,,9.769,0.93254167,0.0,0.0,,-0.421,0.0749,,8.5,2.361,-0.00046,-0.19459,0.198,0.793
RMTI,"Rockwell Medical, Inc.",Healthcare,Drug Manufacturers—Specialty & Generic,2.0,,1.37894,-1.11,-0.08,,-38.112503,-0.25,0.999,3.052052,-0.14384,-0.17376,,0.22,,0.0,,123.162,-0.18581,-3.4303799,1.517,1.97
RNA,"Avidity Biosciences, Inc.",Healthcare,Biotechnology,1.7,9,-0.091152,-3.17,-3.39,,-2.8082597,,7.893,1.206132,0.0,0.0,,0.244,,0.0,,1.808,-0.24399,-0.41119,12.214,12.419
RNAZ,"TransCode Therapeutics, Inc.",Healthcare,Biotechnology,2.0,,-0.595737,-28.69,-1.22,,-1.4836065,,-0.299,,0.0,0.0,,,,0.0,,,-1.02746,-2.25624,0.299,0.798
RNG,"Ringcentral, Inc.",Technology,Software—Application,2.2,10,,-7.87,3.64,,8.634643,-3.67,-5.061,,0.0,0.0,,,,0.0,,,,,,
RNGR,"Ranger Energy Services, Inc.",Energy,Oil & Gas Equipment & Services,2.7,,1.184274,1.24,1.95,9.133064,5.807692,0.84,10.85,1.0437788,0.12064,0.04203,,0.274,,0.0,,17.193,0.05633,0.10487001,1.862,2.088
RNLX,Renalytix plc,Healthcare,Health Information Services,1.3,,1.994425,-1.36,-0.56,,-5.0892854,,0.386,7.3834195,0.0,0.0,,-0.108,,0.0,,64.226,-0.67208,-1.6693,2.3,2.433
RNP,Cohen & Steers Reit and Preferr,Financial Services,Asset Management,,,1.185659,-6.44,,,,,22.987,0.8435202,0.0,-1.81156,,0.113,0.0846,,6.97,41.125,0.0178,-0.09162,0.027,0.051
RNR,RenaissanceRe Holdings Ltd.,Financial Services,Insurance—Reinsurance,2.0,3,0.416349,-3.49,30.02,,6.1317453,0.09,129.983,1.4161466,0.0,0.05587,,1.034,0.007900001,0.1911,0.87,14.406,0.013839999,0.0621,1.157,1.387
RNST,Renasant Corporation,Financial Services,Banks—Regional,2.7,5,1.116383,2.98,2.71,10.2483225,11.269373,1.05,39.347,0.776171,0.0,0.26513,-0.281,-0.029,0.0286,0.2953,2.64,,0.0099,0.07748,,
RNW,ReNew Energy Global plc,Utilities,Utilities—Renewable,1.7,,0.746098,-0.14,0.09,,66.72222,,309.691,0.019390296,0.74654,-0.06158,,0.56,,0.0,,453.189,0.03869,-0.04109,0.872,0.948
RNWWW,ReNew Energy Global plc Warrant,,,,,,,,,,,,,,,,,,,,,,,,
RNXT,"RenovoRx, Inc.",Healthcare,Biotechnology,2.0,,,-1.06,-0.8,,-2.55,,0.357,5.714286,0.0,0.0,,,,0.0,,,-0.68933,-1.28425,2.853,3.307
ROAD,"Construction Partners, Inc.",Industrials,Engineering & Construction,1.3,10,0.937997,0.4,1.17,84.2875,28.81624,0.84,9.124,3.6951997,0.08241,0.02106,0.783,0.109,,0.0,,90.918,0.02773,0.06844,1.426,1.833
ROCK,"Gibraltar Industries, Inc.",Industrials,Building Products & Equipment,1.7,3,1.15691,2.8,4.46,26.042856,16.349775,0.95,27.949,2.6090379,0.13069999,0.06562,0.112,-0.006,,0.0,,3.327,0.074499995,0.1073,0.973,1.58
ROCL,Roth CH Acquisition V Co.,Financial Services,Shell Companies,,,,0.07,,150.7143,,,0.04,263.75,0.0,0.0,,,,0.0,,,-0.00303,2.02321,0.836,344.961
ROCLW,Roth CH Acquisition V Co. Warrant,,,,,,,,,,,,,,,,,,,,,,,,
ROG,Rogers Corporation,Technology,Electronic Components,2.0,4,0.950467,5.08,5.79,28.9626,25.411055,0.18,64.762,2.271857,0.14166,0.102060005,0.02,-0.084,,0.0,,11.854,0.03229,0.08347999,3.123,4.915
ROIC,Retail Opportunity Investments ,Real Estate,REIT—Retail,2.5,5,1.419812,0.37,0.32,39.337837,45.48438,6.28,10.248,1.4202771,0.61352,0.14642,-0.152,0.049,0.0405,1.6216,3.78,101.413,0.02261,0.036199998,0.18,0.192
ROIV,Roivant Sciences Ltd.,Healthcare,Biotechnology,1.8,,1.275514,-1.58,-1.09,,-10.46789,,1.523,7.491792,0.0,0.0,,1.968,,0.0,,30.298,-0.27076,-0.67049,6.275,6.602
ROIVW,Roivant Sciences Ltd. Warrant,,,,,,,,,,,,,,,,,,,,,,,,
ROK,"Rockwell Automation, Inc.",Industrials,Specialty Industrial Machinery,2.7,8,1.436439,11.35,13.4,26.863876,22.754105,1.5,29.107,10.475315,0.20572,0.16510001,0.353,0.137,0.0152,0.3804,1.84,113.011,0.08541001,0.44652998,0.686,1.122
ROKU,"Roku, Inc.",Communication Services,Entertainment,2.7,10,1.759612,-4.78,-2.57,,-33.55837,-0.47,17.902,4.8176184,-0.11526,-0.20536,,0.108,,0.0,,25.609,-0.09826,-0.24791001,2.621,2.827
ROL,"Rollins, Inc.",Consumer Cyclical,Personal Services,2.3,9,0.664011,0.8,0.98,50.612503,41.316326,3.27,2.724,14.864171,0.2188,0.13645001,0.066,0.149,0.0128999995,0.6203,0.99,46.537,0.13987,0.31481,0.642,0.806
ROOT,"Root, Inc.",Financial Services,Insurance—Property & Casualty,3.0,10,1.591597,-16.85,-10.09,,-0.9434192,-0.02,14.889,0.6393378,-0.46637002,-0.69782996,,-0.07,,0.0,,91.115,-0.0673,-0.48959,2.681,3.406
ROP,"Roper Technologies, Inc.",Technology,Software—Application,2.1,7,1.017665,10.91,17.78,44.897343,27.549492,2.84,156.928,3.1213677,0.40643,0.50214,0.348,0.168,0.0056,0.2441,0.53,39.807,0.03886,0.07676,0.835,0.943
ROSE,Rose Hill Acquisition Corporati,Financial Services,Shell Companies,,,,0.01,-0.17,1166.0,-68.588234,,-0.483,,0.0,0.0,-0.006,,,0.0,,,,,0.206,0.247
ROSEW,Rose Hill Acquisition Corporation Warrant,,,,,,,,,,,,,,,,,,,,,,,,
ROSS,Ross Acquisition Corp II,Financial Services,Shell Companies,,,0.026447,0.1,,106.4,,,-1.563,,0.0,0.0,,,,0.0,,,-0.01903,,0.001,0.007
ROST,"Ross Stores, Inc.",Consumer Cyclical,Apparel Retail,2.0,6,0.993418,4.5,5.46,25.28,20.835165,2.19,12.639,9.000712,0.12626,0.081920005,0.124,0.037,0.0119,0.2811,0.94,132.975,0.09212,0.36938,1.213,1.862
ROVR,"Rover Group, Inc.",Consumer Cyclical,Personal Services,2.1,10,1.560715,-0.1,0.1,,64.2,,1.614,3.9776952,0.02792,-0.07463,,0.349,,0.0,,7.87,-0.00064000004,-0.05015,2.751,2.841
RPAY,Repay Holdings Corporation,Technology,Software—Infrastructure,2.1,4,1.250852,-0.3,0.91,,9.428571,1.41,9.824,0.8733713,0.22391,-0.09507,,0.103,,0.0,,48.943,-0.01565,-0.03505,2.384,2.652
RPD,"Rapid7, Inc.",Technology,Software—Infrastructure,2.5,5,1.073086,-1.78,1.19,,39.495796,0.95,-1.826,,-0.074439995,-0.1486,,0.164,,0.0,,,-0.045539998,,0.77,0.921
RPHM,"Reneo Pharmaceuticals, Inc.",Healthcare,Biotechnology,1.2,,1.070898,-1.96,-2.12,,-3.2264154,,3.468,1.9723184,0.0,0.0,,,,0.0,,1.541,-0.29264998,-0.48584,8.948,9.257
RPID,"Rapid Micro Biosystems, Inc.",Healthcare,Medical Devices,2.0,,1.416583,-1.41,-1.0,,-0.91,,3.243,0.2806044,0.0,0.0,,0.296,,0.0,,5.341,-0.21239,-0.36276,7.598,9.209
RPM,RPM International Inc.,Basic Materials,Specialty Chemicals,2.6,8,0.964322,3.72,5.62,27.736559,18.35943,1.25,16.626,6.2059426,0.12630999,0.06597,-0.235,0.016,0.0162,0.44619998,1.9,141.34,0.07057,0.23249,1.189,2.136
RPRX,Royalty Pharma plc,Healthcare,Biotechnology,1.6,5,0.386824,0.74,3.88,42.32432,8.072165,1.51,13.281,2.358256,0.50169,0.14066,5.407,0.217,0.026099999,1.0405,,72.504,0.04289,0.06122,2.352,2.356
RPT,RPT Realty,Real Estate,REIT—Retail,2.7,4,1.664357,0.83,-0.04,12.6747,-263.00003,37.5,9.869,1.0659641,0.50271,0.34088,,-0.036,0.0529,0.7105,6.0,90.674,0.01127,0.07982,0.733,0.741
RPTX,Repare Therapeutics Inc.,Healthcare,Biotechnology,1.9,,0.041363,-0.67,-3.3,,-2.5030303,,5.971,1.3833529,-0.12943,-0.21320999,,12.917,,0.0,,2.005,-0.03647,-0.11465,3.968,4.022
RQI,Cohen & Steers Quality Income R,Financial Services,Asset Management,,,1.381018,-4.81,,,,,12.264,0.95482713,0.0,0.0,,0.637,0.0825,,7.54,43.094,0.0135,-0.3148,0.293,0.664
RRAC,Rigel Resource Acquisition Corp,Financial Services,Shell Companies,,,,0.32,,33.84375,,,-0.479,,0.0,0.0,-0.761,,,0.0,,,,,0.076,0.336
RRBI,"Red River Bancshares, Inc.",Financial Services,Banks—Regional,1.0,5,0.575442,5.38,4.47,9.275093,11.163312,,39.494,1.2634832,0.0,0.35609,-0.016,0.057,0.0064999997,0.0554,,,0.012669999,0.14505,,
RRC,Range Resources Corporation,Energy,Oil & Gas E&P,2.3,1,2.129199,6.78,3.15,5.048245,10.865746,-5.33,14.361,2.3833368,0.66266996,0.41621,-0.931,-0.65,0.0098,0.047199998,,52.863,0.21441,0.63339,0.537,0.861
RRGB,"Red Robin Gourmet Burgers, Inc.",Consumer Cyclical,Restaurants,2.7,3,2.853481,-4.94,-0.77,,-18.039091,-1.04,0.292,47.568836,0.043330003,-0.060349997,,0.057,,0.0,,13610.862,-0.01337,-1.9080701,0.31,0.55
RRR,"Red Rock Resorts, Inc.",Consumer Cyclical,Resorts & Casinos,2.5,10,2.138898,3.34,2.65,13.212576,16.65283,16.49,1.3,33.946156,0.4269,0.13349,1.499,-0.014,0.0221,0.2994,,3266.363,,,,
RRX,Regal Rexnord Corporation,Industrials,Specialty Industrial Machinery,1.9,1,1.073432,5.35,12.85,29.962618,12.474708,1.27,96.686,1.6579443,0.17204,0.04449,-0.774,0.311,0.0086,0.3763,1.16,106.674,0.02814,0.03957,1.212,2.516
RS,Reliance Steel & Aluminum Co.,Basic Materials,Steel,2.5,1,0.91098,28.03,19.23,10.150107,14.794983,-4.29,130.101,2.1868203,0.14464,0.0963,-0.291,-0.171,0.014099999,0.1479,1.96,17.911,0.1216,0.20932,2.715,5.181
RSF,RiverNorth Specialty Finance Co,,,,,,-0.83,,,,,,,0.0,0.0,,,0.1096,,,,,,,
RSG,"Republic Services, Inc.",Industrials,Waste Management,2.2,3,0.664357,4.78,5.92,30.914225,24.96115,3.12,32.249,4.5821576,0.28549,0.109110005,0.153,0.091,0.014400001,0.3984,1.62,122.093,0.05726,0.16223,0.689,0.757
RSI,"Rush Street Interactive, Inc.",Consumer Cyclical,Gambling,1.9,10,1.587225,-0.49,-0.06,,-69.16667,,0.748,5.548128,-0.09992,-0.04369,,0.148,,0.0,,1.573,-0.16627,-0.47005,1.472,1.79
RSKD,Riskified Ltd.,Technology,Software—Application,2.2,,,-0.51,-0.01,,-439.5,,2.897,1.5170866,-0.35068,-0.32683998,,0.171,,0.0,,7.3,-0.10213,-0.17538,7.957,8.203
RSLS,"ReShape Lifesciences, Inc.",Healthcare,Medical Devices,2.0,,1.411846,-85.47,-2.21,,-0.5701357,,2.929,0.43018097,-2.06954,0.0,,-0.063,,0.0,,1.109,-0.48324,-1.7575799,1.461,2.004
RSSS,"Research Solutions, Inc",Technology,Software—Application,2.0,,0.55594,0.0,0.0,Infinity,Infinity,,0.237,8.902953,-0.01169,-0.0066799996,,0.181,,,,,-0.01505,-0.0419,1.331,1.415
RSVR,"Reservoir Media, Inc..",Communication Services,Entertainment,2.0,9,1.128235,0.04,0.12,136.5,45.5,5.34,5.421,1.0071943,0.35158002,0.02111,2.637,0.311,,0.0,,94.597,0.01972,0.00842,0.859,1.188
RSVRW,,,,,,,,,0.028939374,,,,,,,,,,,,,,,,
RTC,Baijiayun Group Ltd - Class,Technology,Software—Application,,,,-0.38,,,,,1.093,4.748399,-0.08093,0.01268,,0.322,,0.0,,2.731,,,0.653,1.967
RTL,"The Necessity Retail REIT, Inc.",Real Estate,REIT—Diversified,2.0,10,,-1.26,-0.01,,-727.0,,10.67,0.6813496,0.53529,-0.30427998,,-0.087,0.119899996,,9.98,182.308,0.00457,-0.08854,1.963,2.349
RTLPO,"The Necessity Retail REIT, Inc.",Real Estate,REIT—Diversified,,10,,-0.126,,,,,10.67,1.9700094,0.53529,-0.30427998,,-0.087,0.087799996,,,182.308,0.00457,-0.08854,1.963,2.349
RTLPP,"The Necessity Retail REIT, Inc.",Real Estate,REIT—Diversified,,10,,-0.126,,,,,10.67,1.9334582,0.53529,-0.30427998,,-0.087,0.091000006,,,182.308,0.00457,-0.08854,1.963,2.349
RTO,Rentokil Initial plc,Industrials,Specialty Business Services,1.7,8,0.423164,0.74,,52.797295,,,7.865,4.967578,0.19136,0.060879998,0.099,0.699,0.0128999995,0.6038,,120.622,0.04513,0.108710006,1.034,1.127
RTX,RTX Corporation,Industrials,Aerospace & Defense,2.3,3,0.710426,3.74,5.59,23.139038,15.481216,1.59,49.729,1.7402321,0.17128,0.07881,0.023,0.123,0.0274,0.59419996,2.55,49.837,0.0308,0.07806,0.677,1.099
RUM,Rumble Inc.,Technology,Software—Application,2.5,,0.55902,-0.13,-0.07,,-117.28571,,1.122,7.317291,-1.00125,-0.68284,,3.355,,0.0,,0.392,-0.16843,-0.20284,15.284,15.606
RUMBW,,,,,,,,,,,,,,,,,,,,,,,,,
